State,Age,UrbanRural,LiteracyRate
GUJARAT,27,Urban,91.30%
GUJARAT,28,Rural,74.38%
GUJARAT,28,Urban,89.05%
GUJARAT,29,Rural,77.03%
GUJARAT,29,Urban,90.40%
GUJARAT,30,Rural,71.27%
GUJARAT,30,Urban,84.15%
GUJARAT,31,Rural,75.97%
GUJARAT,31,Urban,89.98%
GUJARAT,32,Rural,71.60%
GUJARAT,32,Urban,87.90%
GUJARAT,33,Rural,69.87%
GUJARAT,33,Urban,89.27%
GUJARAT,34,Rural,70.59%
GUJARAT,34,Urban,88.31%
GUJARAT,35,Rural,65.88%
GUJARAT,35,Urban,80.68%
GUJARAT,36,Rural,68.09%
GUJARAT,36,Urban,86.60%
GUJARAT,37,Rural,68.20%
GUJARAT,37,Urban,88.46%
GUJARAT,38,Rural,61.71%
GUJARAT,38,Urban,85.34%
GUJARAT,39,Rural,65.04%
GUJARAT,39,Urban,86.13%
GUJARAT,40,Rural,57.62%
GUJARAT,40,Urban,76.43%
GUJARAT,41,Rural,64.14%
GUJARAT,41,Urban,85.47%
GUJARAT,42,Rural,60.06%
GUJARAT,42,Urban,84.19%
GUJARAT,43,Rural,58.20%
GUJARAT,43,Urban,86.30%
GUJARAT,44,Rural,59.17%
GUJARAT,44,Urban,84.58%
GUJARAT,45,Rural,53.99%
GUJARAT,45,Urban,74.72%
GUJARAT,46,Rural,57.81%
GUJARAT,46,Urban,83.58%
GUJARAT,47,Rural,58.28%
GUJARAT,47,Urban,86.76%
GUJARAT,48,Rural,51.07%
GUJARAT,48,Urban,82.56%
GUJARAT,49,Rural,55.30%
GUJARAT,49,Urban,83.38%
GUJARAT,50,Rural,47.00%
GUJARAT,50,Urban,71.61%
GUJARAT,51,Rural,55.16%
GUJARAT,51,Urban,82.78%
GUJARAT,52,Rural,52.48%
GUJARAT,52,Urban,83.51%
GUJARAT,53,Rural,51.27%
GUJARAT,53,Urban,85.98%
GUJARAT,54,Rural,54.24%
GUJARAT,54,Urban,84.19%
GUJARAT,55,Rural,46.14%
GUJARAT,55,Urban,72.32%
GUJARAT,56,Rural,52.48%
GUJARAT,56,Urban,82.92%
GUJARAT,57,Rural,52.50%
GUJARAT,57,Urban,86.19%
GUJARAT,58,Rural,44.20%
GUJARAT,58,Urban,81.85%
GUJARAT,59,Rural,48.98%
GUJARAT,59,Urban,81.00%
GUJARAT,60,Rural,37.72%
GUJARAT,60,Urban,63.53%
GUJARAT,61,Rural,46.17%
GUJARAT,61,Urban,77.32%
GUJARAT,62,Rural,45.51%
GUJARAT,62,Urban,79.79%
GUJARAT,63,Rural,45.51%
GUJARAT,63,Urban,83.40%
GUJARAT,64,Rural,45.50%
GUJARAT,64,Urban,78.80%
GUJARAT,65,Rural,35.71%
GUJARAT,65,Urban,60.72%
GUJARAT,66,Rural,42.41%
GUJARAT,66,Urban,75.09%
GUJARAT,67,Rural,44.29%
GUJARAT,67,Urban,82.93%
GUJARAT,68,Rural,35.93%
GUJARAT,68,Urban,78.77%
GUJARAT,69,Rural,40.33%
GUJARAT,69,Urban,74.47%
GUJARAT,70,Rural,29.20%
GUJARAT,70,Urban,54.08%
GUJARAT,71,Rural,36.93%
GUJARAT,71,Urban,70.91%
GUJARAT,72,Rural,38.41%
GUJARAT,72,Urban,76.97%
GUJARAT,73,Rural,40.34%
GUJARAT,73,Urban,81.56%
GUJARAT,74,Rural,41.18%
GUJARAT,74,Urban,77.53%
GUJARAT,75,Rural,30.35%
GUJARAT,75,Urban,59.32%
GUJARAT,76,Rural,36.51%
GUJARAT,76,Urban,72.93%
GUJARAT,77,Rural,40.66%
GUJARAT,77,Urban,82.41%
GUJARAT,78,Rural,32.91%
GUJARAT,78,Urban,78.56%
GUJARAT,79,Rural,33.69%
GUJARAT,79,Urban,70.90%
GUJARAT,80,Rural,23.71%
GUJARAT,80,Urban,49.24%
GUJARAT,81,Rural,29.93%
GUJARAT,81,Urban,63.87%
GUJARAT,82,Rural,36.68%
GUJARAT,82,Urban,75.09%
GUJARAT,83,Rural,40.09%
GUJARAT,83,Urban,79.65%
GUJARAT,84,Rural,39.36%
GUJARAT,84,Urban,72.35%
GUJARAT,85,Rural,28.48%
GUJARAT,85,Urban,54.06%
GUJARAT,86,Rural,34.63%
GUJARAT,86,Urban,68.10%
GUJARAT,87,Rural,41.95%
GUJARAT,87,Urban,77.17%
GUJARAT,88,Rural,38.66%
GUJARAT,88,Urban,75.14%
GUJARAT,89,Rural,33.88%
GUJARAT,89,Urban,65.57%
GUJARAT,90,Rural,21.64%
GUJARAT,90,Urban,44.27%
GUJARAT,91,Rural,35.19%
GUJARAT,91,Urban,64.80%
GUJARAT,92,Rural,47.35%
GUJARAT,92,Urban,76.76%
GUJARAT,93,Rural,52.95%
GUJARAT,93,Urban,80.44%
GUJARAT,94,Rural,51.59%
GUJARAT,94,Urban,74.63%
GUJARAT,95,Rural,32.02%
GUJARAT,95,Urban,56.85%
GUJARAT,96,Rural,44.89%
GUJARAT,96,Urban,71.65%
GUJARAT,97,Rural,52.82%
GUJARAT,97,Urban,78.05%
GUJARAT,98,Rural,42.23%
GUJARAT,98,Urban,74.98%
GUJARAT,99,Rural,25.10%
GUJARAT,99,Urban,55.20%
HARYANA,7,Rural,78.92%
HARYANA,7,Urban,79.37%
HARYANA,8,Rural,88.89%
HARYANA,8,Urban,88.35%
HARYANA,9,Rural,92.20%
HARYANA,9,Urban,91.36%
HARYANA,10,Rural,91.49%
HARYANA,10,Urban,90.69%
HARYANA,11,Rural,94.15%
HARYANA,11,Urban,93.66%
HARYANA,12,Rural,93.90%
HARYANA,12,Urban,93.55%
HARYANA,13,Rural,94.35%
HARYANA,13,Urban,94.30%
HARYANA,14,Rural,93.50%
HARYANA,14,Urban,93.86%
HARYANA,15,Rural,92.68%
HARYANA,15,Urban,92.90%
HARYANA,16,Rural,92.34%
HARYANA,16,Urban,92.95%
HARYANA,17,Rural,92.47%
HARYANA,17,Urban,93.33%
HARYANA,18,Rural,89.77%
HARYANA,18,Urban,91.17%
HARYANA,19,Rural,90.53%
HARYANA,19,Urban,92.18%
HARYANA,20,Rural,86.98%
HARYANA,20,Urban,89.09%
HARYANA,21,Rural,89.41%
HARYANA,21,Urban,91.80%
HARYANA,22,Rural,86.10%
HARYANA,22,Urban,89.06%
HARYANA,23,Rural,86.12%
HARYANA,23,Urban,90.43%
HARYANA,24,Rural,85.76%
HARYANA,24,Urban,89.96%
HARYANA,25,Rural,81.41%
HARYANA,25,Urban,85.28%
HARYANA,26,Rural,83.39%
HARYANA,26,Urban,88.56%
HARYANA,27,Rural,83.96%
HARYANA,27,Urban,89.66%
HARYANA,28,Rural,78.86%
HARYANA,28,Urban,86.32%
HARYANA,29,Rural,81.87%
HARYANA,29,Urban,89.17%
HARYANA,30,Rural,73.77%
HARYANA,30,Urban,80.87%
HARYANA,31,Rural,79.06%
HARYANA,31,Urban,88.07%
HARYANA,32,Rural,74.02%
HARYANA,32,Urban,84.30%
HARYANA,33,Rural,72.58%
HARYANA,33,Urban,86.25%
HARYANA,34,Rural,73.45%
HARYANA,34,Urban,86.39%
HARYANA,35,Rural,65.74%
HARYANA,35,Urban,76.04%
HARYANA,36,Rural,68.14%
HARYANA,36,Urban,82.22%
HARYANA,37,Rural,68.75%
HARYANA,37,Urban,85.07%
HARYANA,38,Rural,60.65%
HARYANA,38,Urban,80.04%
HARYANA,39,Rural,63.76%
HARYANA,39,Urban,82.60%
HARYANA,40,Rural,54.56%
HARYANA,40,Urban,70.91%
HARYANA,41,Rural,60.84%
HARYANA,41,Urban,81.29%
HARYANA,42,Rural,56.04%
HARYANA,42,Urban,79.10%
HARYANA,43,Rural,53.53%
HARYANA,43,Urban,80.90%
HARYANA,44,Rural,55.91%
HARYANA,44,Urban,81.16%
HARYANA,45,Rural,48.92%
HARYANA,45,Urban,69.07%
HARYANA,46,Rural,52.92%
HARYANA,46,Urban,78.00%
HARYANA,47,Rural,53.51%
HARYANA,47,Urban,81.98%
HARYANA,48,Rural,46.46%
HARYANA,48,Urban,76.80%
HARYANA,49,Rural,51.55%
HARYANA,49,Urban,80.13%
HARYANA,50,Rural,41.61%
HARYANA,50,Urban,66.00%
HARYANA,51,Rural,49.21%
HARYANA,51,Urban,78.12%
HARYANA,52,Rural,47.60%
HARYANA,52,Urban,79.54%
HARYANA,53,Rural,47.40%
HARYANA,53,Urban,81.96%
HARYANA,54,Rural,49.93%
HARYANA,54,Urban,81.51%
HARYANA,55,Rural,39.52%
HARYANA,55,Urban,67.22%
HARYANA,56,Rural,47.58%
HARYANA,56,Urban,77.93%
HARYANA,57,Rural,46.59%
HARYANA,57,Urban,81.78%
HARYANA,58,Rural,36.55%
HARYANA,58,Urban,74.68%
HARYANA,59,Rural,39.29%
HARYANA,59,Urban,76.55%
HARYANA,60,Rural,29.53%
HARYANA,60,Urban,57.93%
HARYANA,61,Rural,34.51%
HARYANA,61,Urban,70.05%
HARYANA,62,Rural,33.94%
HARYANA,62,Urban,69.87%
HARYANA,63,Rural,35.07%
HARYANA,63,Urban,74.56%
HARYANA,64,Rural,36.12%
HARYANA,64,Urban,74.62%
HARYANA,65,Rural,26.32%
HARYANA,65,Urban,55.21%
HARYANA,66,Rural,32.50%
HARYANA,66,Urban,68.59%
HARYANA,67,Rural,37.08%
HARYANA,67,Urban,77.45%
HARYANA,68,Rural,28.19%
HARYANA,68,Urban,70.93%
HARYANA,69,Rural,30.95%
HARYANA,69,Urban,71.34%
HARYANA,70,Rural,20.74%
HARYANA,70,Urban,47.80%
HARYANA,71,Rural,25.41%
HARYANA,71,Urban,62.14%
HARYANA,72,Rural,26.60%
HARYANA,72,Urban,67.25%
HARYANA,73,Rural,27.46%
HARYANA,73,Urban,73.28%
HARYANA,74,Rural,28.17%
HARYANA,74,Urban,71.16%
HARYANA,75,Rural,18.20%
HARYANA,75,Urban,48.64%
HARYANA,76,Rural,21.86%
HARYANA,76,Urban,59.84%
HARYANA,77,Rural,25.88%
HARYANA,77,Urban,71.43%
HARYANA,78,Rural,20.12%
HARYANA,78,Urban,63.57%
HARYANA,79,Rural,20.11%
HARYANA,79,Urban,62.54%
HARYANA,80,Rural,13.64%
HARYANA,80,Urban,38.50%
HARYANA,81,Rural,16.14%
HARYANA,81,Urban,49.44%
HARYANA,82,Rural,20.06%
HARYANA,82,Urban,59.64%
HARYANA,83,Rural,23.01%
HARYANA,83,Urban,66.42%
HARYANA,84,Rural,23.23%
HARYANA,84,Urban,62.30%
HARYANA,85,Rural,15.18%
HARYANA,85,Urban,40.89%
HARYANA,86,Rural,19.74%
HARYANA,86,Urban,50.69%
HARYANA,87,Rural,23.95%
HARYANA,87,Urban,62.36%
HARYANA,88,Rural,22.35%
HARYANA,88,Urban,59.88%
HARYANA,89,Rural,22.51%
HARYANA,89,Urban,56.66%
HARYANA,90,Rural,14.14%
HARYANA,90,Urban,34.72%
HARYANA,91,Rural,19.90%
HARYANA,91,Urban,50.13%
HARYANA,92,Rural,32.53%
HARYANA,92,Urban,63.01%
HARYANA,93,Rural,35.84%
HARYANA,93,Urban,66.34%
HARYANA,94,Rural,38.49%
HARYANA,94,Urban,67.61%
HARYANA,95,Rural,20.75%
HARYANA,95,Urban,46.40%
HARYANA,96,Rural,31.23%
HARYANA,96,Urban,60.00%
HARYANA,97,Rural,41.48%
HARYANA,97,Urban,70.16%
HARYANA,98,Rural,31.53%
HARYANA,98,Urban,62.46%
HARYANA,99,Rural,21.69%
HARYANA,99,Urban,49.87%
HIMACHAL PRADESH,7,Rural,84.08%
HIMACHAL PRADESH,7,Urban,83.54%
HIMACHAL PRADESH,8,Rural,94.79%
HIMACHAL PRADESH,8,Urban,94.46%
HIMACHAL PRADESH,9,Rural,96.22%
HIMACHAL PRADESH,9,Urban,95.69%
HIMACHAL PRADESH,10,Rural,95.48%
HIMACHAL PRADESH,10,Urban,94.69%
HIMACHAL PRADESH,11,Rural,97.18%
HIMACHAL PRADESH,11,Urban,96.61%
HIMACHAL PRADESH,12,Rural,97.89%
HIMACHAL PRADESH,12,Urban,97.10%
HIMACHAL PRADESH,13,Rural,98.04%
HIMACHAL PRADESH,13,Urban,97.37%
HIMACHAL PRADESH,14,Rural,97.95%
HIMACHAL PRADESH,14,Urban,97.39%
HIMACHAL PRADESH,15,Rural,97.53%
HIMACHAL PRADESH,15,Urban,96.54%
HIMACHAL PRADESH,16,Rural,97.70%
HIMACHAL PRADESH,16,Urban,96.67%
HIMACHAL PRADESH,17,Rural,97.74%
HIMACHAL PRADESH,17,Urban,97.30%
HIMACHAL PRADESH,18,Rural,96.84%
HIMACHAL PRADESH,18,Urban,95.48%
HIMACHAL PRADESH,19,Rural,97.02%
HIMACHAL PRADESH,19,Urban,95.98%
HIMACHAL PRADESH,20,Rural,96.00%
HIMACHAL PRADESH,20,Urban,94.68%
HIMACHAL PRADESH,21,Rural,96.34%
HIMACHAL PRADESH,21,Urban,95.60%
HIMACHAL PRADESH,22,Rural,95.57%
HIMACHAL PRADESH,22,Urban,93.85%
HIMACHAL PRADESH,23,Rural,95.45%
HIMACHAL PRADESH,23,Urban,95.54%
HIMACHAL PRADESH,24,Rural,94.90%
HIMACHAL PRADESH,24,Urban,94.52%
HIMACHAL PRADESH,25,Rural,93.21%
HIMACHAL PRADESH,25,Urban,92.51%
HIMACHAL PRADESH,26,Rural,93.37%
HIMACHAL PRADESH,26,Urban,93.98%
HIMACHAL PRADESH,27,Rural,93.76%
HIMACHAL PRADESH,27,Urban,94.39%
HIMACHAL PRADESH,28,Rural,92.36%
HIMACHAL PRADESH,28,Urban,93.25%
HIMACHAL PRADESH,29,Rural,93.04%
HIMACHAL PRADESH,29,Urban,94.75%
HIMACHAL PRADESH,30,Rural,89.38%
HIMACHAL PRADESH,30,Urban,90.46%
HIMACHAL PRADESH,31,Rural,91.92%
HIMACHAL PRADESH,31,Urban,94.06%
HIMACHAL PRADESH,32,Rural,90.09%
HIMACHAL PRADESH,32,Urban,93.14%
HIMACHAL PRADESH,33,Rural,90.17%
HIMACHAL PRADESH,33,Urban,94.40%
HIMACHAL PRADESH,34,Rural,89.68%
HIMACHAL PRADESH,34,Urban,94.11%
HIMACHAL PRADESH,35,Rural,85.07%
HIMACHAL PRADESH,35,Urban,88.62%
HIMACHAL PRADESH,36,Rural,86.50%
HIMACHAL PRADESH,36,Urban,92.16%
HIMACHAL PRADESH,37,Rural,87.07%
HIMACHAL PRADESH,37,Urban,93.69%
HIMACHAL PRADESH,38,Rural,83.91%
HIMACHAL PRADESH,38,Urban,92.01%
HIMACHAL PRADESH,39,Rural,83.96%
HIMACHAL PRADESH,39,Urban,92.76%
HIMACHAL PRADESH,40,Rural,76.29%
HIMACHAL PRADESH,40,Urban,86.48%
HIMACHAL PRADESH,41,Rural,81.17%
HIMACHAL PRADESH,41,Urban,91.72%
HIMACHAL PRADESH,42,Rural,79.04%
HIMACHAL PRADESH,42,Urban,91.43%
HIMACHAL PRADESH,43,Rural,79.43%
HIMACHAL PRADESH,43,Urban,92.43%
HIMACHAL PRADESH,44,Rural,77.11%
HIMACHAL PRADESH,44,Urban,91.23%
HIMACHAL PRADESH,45,Rural,70.73%
HIMACHAL PRADESH,45,Urban,85.66%
HIMACHAL PRADESH,46,Rural,74.58%
HIMACHAL PRADESH,46,Urban,89.85%
HIMACHAL PRADESH,47,Rural,75.21%
HIMACHAL PRADESH,47,Urban,91.42%
HIMACHAL PRADESH,48,Rural,72.75%
HIMACHAL PRADESH,48,Urban,89.81%
HIMACHAL PRADESH,49,Rural,73.04%
HIMACHAL PRADESH,49,Urban,91.10%
HIMACHAL PRADESH,50,Rural,62.83%
HIMACHAL PRADESH,50,Urban,82.39%
HIMACHAL PRADESH,51,Rural,69.94%
HIMACHAL PRADESH,51,Urban,89.62%
HIMACHAL PRADESH,52,Rural,69.64%
HIMACHAL PRADESH,52,Urban,90.49%
HIMACHAL PRADESH,53,Rural,71.66%
HIMACHAL PRADESH,53,Urban,91.88%
HIMACHAL PRADESH,54,Rural,70.12%
HIMACHAL PRADESH,54,Urban,91.07%
HIMACHAL PRADESH,55,Rural,60.10%
HIMACHAL PRADESH,55,Urban,82.15%
HIMACHAL PRADESH,56,Rural,66.47%
HIMACHAL PRADESH,56,Urban,88.69%
HIMACHAL PRADESH,57,Rural,67.21%
HIMACHAL PRADESH,57,Urban,90.67%
HIMACHAL PRADESH,58,Rural,62.93%
HIMACHAL PRADESH,58,Urban,88.58%
HIMACHAL PRADESH,59,Rural,62.22%
HIMACHAL PRADESH,59,Urban,88.21%
HIMACHAL PRADESH,60,Rural,45.35%
HIMACHAL PRADESH,60,Urban,74.15%
HIMACHAL PRADESH,61,Rural,53.54%
HIMACHAL PRADESH,61,Urban,82.12%
HIMACHAL PRADESH,62,Rural,54.10%
HIMACHAL PRADESH,62,Urban,83.45%
HIMACHAL PRADESH,63,Rural,58.11%
HIMACHAL PRADESH,63,Urban,86.32%
HIMACHAL PRADESH,64,Rural,53.49%
HIMACHAL PRADESH,64,Urban,83.43%
HIMACHAL PRADESH,65,Rural,38.33%
HIMACHAL PRADESH,65,Urban,68.55%
HIMACHAL PRADESH,66,Rural,46.79%
HIMACHAL PRADESH,66,Urban,80.74%
HIMACHAL PRADESH,67,Rural,52.19%
HIMACHAL PRADESH,67,Urban,84.17%
HIMACHAL PRADESH,68,Rural,47.22%
HIMACHAL PRADESH,68,Urban,82.53%
HIMACHAL PRADESH,69,Rural,45.39%
HIMACHAL PRADESH,69,Urban,80.40%
HIMACHAL PRADESH,70,Rural,28.31%
HIMACHAL PRADESH,70,Urban,60.54%
HIMACHAL PRADESH,71,Rural,36.85%
HIMACHAL PRADESH,71,Urban,73.23%
HIMACHAL PRADESH,72,Rural,39.31%
HIMACHAL PRADESH,72,Urban,75.41%
HIMACHAL PRADESH,73,Rural,43.13%
HIMACHAL PRADESH,73,Urban,80.16%
HIMACHAL PRADESH,74,Rural,40.91%
HIMACHAL PRADESH,74,Urban,75.76%
HIMACHAL PRADESH,75,Rural,26.03%
HIMACHAL PRADESH,75,Urban,61.41%
HIMACHAL PRADESH,76,Rural,32.49%
HIMACHAL PRADESH,76,Urban,67.55%
HIMACHAL PRADESH,77,Rural,38.50%
HIMACHAL PRADESH,77,Urban,74.97%
HIMACHAL PRADESH,78,Rural,33.04%
HIMACHAL PRADESH,78,Urban,72.20%
HIMACHAL PRADESH,79,Rural,30.10%
HIMACHAL PRADESH,79,Urban,67.66%
HIMACHAL PRADESH,80,Rural,18.28%
HIMACHAL PRADESH,80,Urban,50.56%
HIMACHAL PRADESH,81,Rural,23.14%
HIMACHAL PRADESH,81,Urban,58.35%
HIMACHAL PRADESH,82,Rural,28.90%
HIMACHAL PRADESH,82,Urban,71.05%
HIMACHAL PRADESH,83,Rural,30.77%
HIMACHAL PRADESH,83,Urban,70.91%
HIMACHAL PRADESH,84,Rural,29.82%
HIMACHAL PRADESH,84,Urban,67.51%
HIMACHAL PRADESH,85,Rural,19.25%
HIMACHAL PRADESH,85,Urban,51.88%
HIMACHAL PRADESH,86,Rural,24.13%
HIMACHAL PRADESH,86,Urban,60.11%
HIMACHAL PRADESH,87,Rural,31.22%
HIMACHAL PRADESH,87,Urban,61.98%
HIMACHAL PRADESH,88,Rural,30.25%
HIMACHAL PRADESH,88,Urban,65.32%
HIMACHAL PRADESH,89,Rural,27.19%
HIMACHAL PRADESH,89,Urban,65.07%
HIMACHAL PRADESH,90,Rural,15.74%
HIMACHAL PRADESH,90,Urban,41.92%
HIMACHAL PRADESH,91,Rural,22.48%
HIMACHAL PRADESH,91,Urban,50.74%
HIMACHAL PRADESH,92,Rural,34.54%
HIMACHAL PRADESH,92,Urban,65.22%
HIMACHAL PRADESH,93,Rural,38.06%
HIMACHAL PRADESH,93,Urban,75.00%
HIMACHAL PRADESH,94,Rural,37.98%
HIMACHAL PRADESH,94,Urban,71.43%
HIMACHAL PRADESH,95,Rural,20.06%
HIMACHAL PRADESH,95,Urban,51.01%
HIMACHAL PRADESH,96,Rural,28.31%
HIMACHAL PRADESH,96,Urban,64.79%
HIMACHAL PRADESH,97,Rural,40.31%
HIMACHAL PRADESH,97,Urban,78.95%
HIMACHAL PRADESH,98,Rural,29.27%
HIMACHAL PRADESH,98,Urban,77.55%
HIMACHAL PRADESH,99,Rural,21.73%
HIMACHAL PRADESH,99,Urban,50.00%
JAMMU & KASHMIR,7,Rural,64.13%
JAMMU & KASHMIR,7,Urban,73.84%
JAMMU & KASHMIR,8,Rural,77.52%
JAMMU & KASHMIR,8,Urban,84.63%
JAMMU & KASHMIR,9,Rural,83.51%
JAMMU & KASHMIR,9,Urban,88.49%
JAMMU & KASHMIR,10,Rural,82.30%
JAMMU & KASHMIR,10,Urban,87.38%
JAMMU & KASHMIR,11,Rural,87.01%
JAMMU & KASHMIR,11,Urban,91.03%
JAMMU & KASHMIR,12,Rural,88.07%
JAMMU & KASHMIR,12,Urban,92.12%
JAMMU & KASHMIR,13,Rural,89.22%
JAMMU & KASHMIR,13,Urban,93.27%
JAMMU & KASHMIR,14,Rural,89.02%
JAMMU & KASHMIR,14,Urban,93.00%
JAMMU & KASHMIR,15,Rural,86.72%
JAMMU & KASHMIR,15,Urban,92.13%
JAMMU & KASHMIR,16,Rural,86.13%
JAMMU & KASHMIR,16,Urban,92.28%
JAMMU & KASHMIR,17,Rural,86.38%
JAMMU & KASHMIR,17,Urban,92.37%
JAMMU & KASHMIR,18,Rural,81.50%
JAMMU & KASHMIR,18,Urban,90.28%
JAMMU & KASHMIR,19,Rural,82.95%
JAMMU & KASHMIR,19,Urban,90.99%
JAMMU & KASHMIR,20,Rural,75.79%
JAMMU & KASHMIR,20,Urban,87.01%
JAMMU & KASHMIR,21,Rural,79.40%
JAMMU & KASHMIR,21,Urban,89.89%
JAMMU & KASHMIR,22,Rural,75.53%
JAMMU & KASHMIR,22,Urban,88.00%
JAMMU & KASHMIR,23,Rural,75.23%
JAMMU & KASHMIR,23,Urban,88.51%
JAMMU & KASHMIR,24,Rural,74.87%
JAMMU & KASHMIR,24,Urban,87.96%
JAMMU & KASHMIR,25,Rural,66.27%
JAMMU & KASHMIR,25,Urban,83.23%
JAMMU & KASHMIR,26,Rural,69.74%
JAMMU & KASHMIR,26,Urban,86.46%
JAMMU & KASHMIR,27,Rural,71.73%
JAMMU & KASHMIR,27,Urban,86.96%
JAMMU & KASHMIR,28,Rural,65.02%
JAMMU & KASHMIR,28,Urban,83.47%
JAMMU & KASHMIR,29,Rural,69.22%
JAMMU & KASHMIR,29,Urban,85.20%
JAMMU & KASHMIR,30,Rural,57.16%
JAMMU & KASHMIR,30,Urban,76.21%
JAMMU & KASHMIR,31,Rural,65.24%
JAMMU & KASHMIR,31,Urban,83.01%
JAMMU & KASHMIR,32,Rural,62.89%
JAMMU & KASHMIR,32,Urban,81.19%
JAMMU & KASHMIR,33,Rural,62.50%
JAMMU & KASHMIR,33,Urban,81.19%
JAMMU & KASHMIR,34,Rural,61.80%
JAMMU & KASHMIR,34,Urban,80.69%
JAMMU & KASHMIR,35,Rural,50.67%
JAMMU & KASHMIR,35,Urban,70.76%
JAMMU & KASHMIR,36,Rural,55.65%
JAMMU & KASHMIR,36,Urban,76.05%
JAMMU & KASHMIR,37,Rural,58.70%
JAMMU & KASHMIR,37,Urban,77.85%
JAMMU & KASHMIR,38,Rural,51.08%
JAMMU & KASHMIR,38,Urban,72.46%
JAMMU & KASHMIR,39,Rural,56.21%
JAMMU & KASHMIR,39,Urban,75.26%
JAMMU & KASHMIR,40,Rural,41.85%
JAMMU & KASHMIR,40,Urban,63.72%
JAMMU & KASHMIR,41,Rural,49.47%
JAMMU & KASHMIR,41,Urban,73.58%
JAMMU & KASHMIR,42,Rural,49.36%
JAMMU & KASHMIR,42,Urban,73.69%
JAMMU & KASHMIR,43,Rural,48.53%
JAMMU & KASHMIR,43,Urban,73.65%
JAMMU & KASHMIR,44,Rural,49.12%
JAMMU & KASHMIR,44,Urban,73.74%
JAMMU & KASHMIR,45,Rural,36.88%
JAMMU & KASHMIR,45,Urban,62.00%
JAMMU & KASHMIR,46,Rural,42.43%
JAMMU & KASHMIR,46,Urban,69.17%
JAMMU & KASHMIR,47,Rural,45.74%
JAMMU & KASHMIR,47,Urban,72.85%
JAMMU & KASHMIR,48,Rural,39.00%
JAMMU & KASHMIR,48,Urban,67.34%
JAMMU & KASHMIR,49,Rural,43.03%
JAMMU & KASHMIR,49,Urban,69.38%
JAMMU & KASHMIR,50,Rural,30.44%
JAMMU & KASHMIR,50,Urban,55.18%
JAMMU & KASHMIR,51,Rural,38.11%
JAMMU & KASHMIR,51,Urban,66.45%
JAMMU & KASHMIR,52,Rural,42.73%
JAMMU & KASHMIR,52,Urban,70.78%
JAMMU & KASHMIR,53,Rural,43.38%
JAMMU & KASHMIR,53,Urban,72.72%
JAMMU & KASHMIR,54,Rural,43.65%
JAMMU & KASHMIR,54,Urban,71.09%
JAMMU & KASHMIR,55,Rural,27.76%
JAMMU & KASHMIR,55,Urban,51.54%
JAMMU & KASHMIR,56,Rural,36.14%
JAMMU & KASHMIR,56,Urban,64.17%
JAMMU & KASHMIR,57,Rural,42.91%
JAMMU & KASHMIR,57,Urban,70.81%
JAMMU & KASHMIR,58,Rural,33.08%
JAMMU & KASHMIR,58,Urban,62.74%
JAMMU & KASHMIR,59,Rural,35.61%
JAMMU & KASHMIR,59,Urban,62.89%
JAMMU & KASHMIR,60,Rural,20.60%
JAMMU & KASHMIR,60,Urban,42.66%
JAMMU & KASHMIR,61,Rural,26.29%
JAMMU & KASHMIR,61,Urban,54.12%
JAMMU & KASHMIR,62,Rural,32.47%
JAMMU & KASHMIR,62,Urban,62.12%
JAMMU & KASHMIR,63,Rural,34.60%
JAMMU & KASHMIR,63,Urban,64.37%
JAMMU & KASHMIR,64,Rural,32.43%
JAMMU & KASHMIR,64,Urban,60.59%
JAMMU & KASHMIR,65,Rural,18.58%
JAMMU & KASHMIR,65,Urban,39.32%
JAMMU & KASHMIR,66,Rural,24.65%
JAMMU & KASHMIR,66,Urban,50.53%
JAMMU & KASHMIR,67,Rural,30.03%
JAMMU & KASHMIR,67,Urban,61.75%
JAMMU & KASHMIR,68,Rural,23.96%
JAMMU & KASHMIR,68,Urban,53.41%
JAMMU & KASHMIR,69,Rural,24.33%
JAMMU & KASHMIR,69,Urban,50.18%
JAMMU & KASHMIR,70,Rural,13.64%
JAMMU & KASHMIR,70,Urban,30.91%
JAMMU & KASHMIR,71,Rural,16.81%
JAMMU & KASHMIR,71,Urban,40.57%
JAMMU & KASHMIR,72,Rural,22.05%
JAMMU & KASHMIR,72,Urban,53.48%
JAMMU & KASHMIR,73,Rural,23.59%
JAMMU & KASHMIR,73,Urban,54.88%
JAMMU & KASHMIR,74,Rural,24.21%
JAMMU & KASHMIR,74,Urban,52.98%
JAMMU & KASHMIR,75,Rural,13.25%
JAMMU & KASHMIR,75,Urban,32.81%
JAMMU & KASHMIR,76,Rural,17.10%
JAMMU & KASHMIR,76,Urban,42.12%
JAMMU & KASHMIR,77,Rural,21.29%
JAMMU & KASHMIR,77,Urban,55.75%
JAMMU & KASHMIR,78,Rural,19.56%
JAMMU & KASHMIR,78,Urban,48.95%
JAMMU & KASHMIR,79,Rural,18.55%
JAMMU & KASHMIR,79,Urban,45.37%
JAMMU & KASHMIR,80,Rural,10.66%
JAMMU & KASHMIR,80,Urban,26.72%
JAMMU & KASHMIR,81,Rural,12.63%
JAMMU & KASHMIR,81,Urban,35.66%
JAMMU & KASHMIR,82,Rural,22.00%
JAMMU & KASHMIR,82,Urban,51.39%
JAMMU & KASHMIR,83,Rural,25.63%
JAMMU & KASHMIR,83,Urban,55.98%
JAMMU & KASHMIR,84,Rural,25.25%
JAMMU & KASHMIR,84,Urban,51.47%
