State,Age,Sex,LiteracyRate
MADHYA PRADESH,14,Male,92.95%
MADHYA PRADESH,15,Female,88.28%
MADHYA PRADESH,15,Male,91.14%
MADHYA PRADESH,16,Female,87.06%
MADHYA PRADESH,16,Male,90.95%
MADHYA PRADESH,17,Female,86.60%
MADHYA PRADESH,17,Male,91.78%
MADHYA PRADESH,18,Female,79.71%
MADHYA PRADESH,18,Male,89.26%
MADHYA PRADESH,19,Female,79.18%
MADHYA PRADESH,19,Male,90.98%
MADHYA PRADESH,20,Female,72.59%
MADHYA PRADESH,20,Male,86.84%
MADHYA PRADESH,21,Female,75.29%
MADHYA PRADESH,21,Male,89.42%
MADHYA PRADESH,22,Female,70.10%
MADHYA PRADESH,22,Male,86.25%
MADHYA PRADESH,23,Female,67.14%
MADHYA PRADESH,23,Male,87.59%
MADHYA PRADESH,24,Female,66.14%
MADHYA PRADESH,24,Male,86.40%
MADHYA PRADESH,25,Female,62.59%
MADHYA PRADESH,25,Male,80.30%
MADHYA PRADESH,26,Female,63.67%
MADHYA PRADESH,26,Male,82.97%
MADHYA PRADESH,27,Female,63.46%
MADHYA PRADESH,27,Male,84.54%
MADHYA PRADESH,28,Female,55.06%
MADHYA PRADESH,28,Male,81.12%
MADHYA PRADESH,29,Female,59.92%
MADHYA PRADESH,29,Male,83.46%
MADHYA PRADESH,30,Female,53.32%
MADHYA PRADESH,30,Male,74.33%
MADHYA PRADESH,31,Female,59.10%
MADHYA PRADESH,31,Male,81.47%
MADHYA PRADESH,32,Female,51.63%
MADHYA PRADESH,32,Male,78.51%
MADHYA PRADESH,33,Female,48.82%
MADHYA PRADESH,33,Male,81.19%
MADHYA PRADESH,34,Female,50.73%
MADHYA PRADESH,34,Male,80.61%
MADHYA PRADESH,35,Female,46.89%
MADHYA PRADESH,35,Male,70.68%
MADHYA PRADESH,36,Female,48.25%
MADHYA PRADESH,36,Male,75.17%
MADHYA PRADESH,37,Female,47.99%
MADHYA PRADESH,37,Male,78.88%
MADHYA PRADESH,38,Female,39.71%
MADHYA PRADESH,38,Male,74.33%
MADHYA PRADESH,39,Female,44.98%
MADHYA PRADESH,39,Male,77.17%
MADHYA PRADESH,40,Female,38.27%
MADHYA PRADESH,40,Male,64.97%
MADHYA PRADESH,41,Female,45.46%
MADHYA PRADESH,41,Male,73.57%
MADHYA PRADESH,42,Female,39.90%
MADHYA PRADESH,42,Male,71.88%
MADHYA PRADESH,43,Female,37.40%
MADHYA PRADESH,43,Male,76.03%
MADHYA PRADESH,44,Female,39.79%
MADHYA PRADESH,44,Male,73.36%
MADHYA PRADESH,45,Female,34.56%
MADHYA PRADESH,45,Male,61.99%
MADHYA PRADESH,46,Female,39.20%
MADHYA PRADESH,46,Male,69.43%
MADHYA PRADESH,47,Female,38.86%
MADHYA PRADESH,47,Male,74.58%
MADHYA PRADESH,48,Female,31.18%
MADHYA PRADESH,48,Male,68.83%
MADHYA PRADESH,49,Female,36.61%
MADHYA PRADESH,49,Male,71.02%
MADHYA PRADESH,50,Female,29.72%
MADHYA PRADESH,50,Male,57.24%
MADHYA PRADESH,51,Female,37.67%
MADHYA PRADESH,51,Male,67.87%
MADHYA PRADESH,52,Female,34.51%
MADHYA PRADESH,52,Male,70.22%
MADHYA PRADESH,53,Female,32.78%
MADHYA PRADESH,53,Male,75.50%
MADHYA PRADESH,54,Female,36.25%
MADHYA PRADESH,54,Male,73.82%
MADHYA PRADESH,55,Female,26.78%
MADHYA PRADESH,55,Male,59.39%
MADHYA PRADESH,56,Female,32.12%
MADHYA PRADESH,56,Male,67.80%
MADHYA PRADESH,57,Female,32.13%
MADHYA PRADESH,57,Male,74.47%
MADHYA PRADESH,58,Female,24.38%
MADHYA PRADESH,58,Male,68.96%
MADHYA PRADESH,59,Female,28.28%
MADHYA PRADESH,59,Male,68.01%
MADHYA PRADESH,60,Female,19.71%
MADHYA PRADESH,60,Male,50.45%
MADHYA PRADESH,61,Female,26.27%
MADHYA PRADESH,61,Male,60.77%
MADHYA PRADESH,62,Female,24.48%
MADHYA PRADESH,62,Male,62.48%
MADHYA PRADESH,63,Female,25.82%
MADHYA PRADESH,63,Male,71.45%
MADHYA PRADESH,64,Female,25.90%
MADHYA PRADESH,64,Male,65.64%
MADHYA PRADESH,65,Female,16.62%
MADHYA PRADESH,65,Male,48.84%
MADHYA PRADESH,66,Female,22.33%
MADHYA PRADESH,66,Male,57.88%
MADHYA PRADESH,67,Female,25.31%
MADHYA PRADESH,67,Male,68.25%
MADHYA PRADESH,68,Female,18.91%
MADHYA PRADESH,68,Male,61.79%
MADHYA PRADESH,69,Female,20.77%
MADHYA PRADESH,69,Male,58.73%
MADHYA PRADESH,70,Female,12.71%
MADHYA PRADESH,70,Male,40.37%
MADHYA PRADESH,71,Female,17.44%
MADHYA PRADESH,71,Male,50.57%
MADHYA PRADESH,72,Female,19.97%
MADHYA PRADESH,72,Male,58.06%
MADHYA PRADESH,73,Female,21.00%
MADHYA PRADESH,73,Male,65.56%
MADHYA PRADESH,74,Female,22.33%
MADHYA PRADESH,74,Male,61.57%
MADHYA PRADESH,75,Female,13.26%
MADHYA PRADESH,75,Male,42.79%
MADHYA PRADESH,76,Female,18.01%
MADHYA PRADESH,76,Male,52.96%
MADHYA PRADESH,77,Female,22.73%
MADHYA PRADESH,77,Male,65.20%
MADHYA PRADESH,78,Female,17.85%
MADHYA PRADESH,78,Male,60.52%
MADHYA PRADESH,79,Female,18.33%
MADHYA PRADESH,79,Male,53.65%
MADHYA PRADESH,80,Female,10.48%
MADHYA PRADESH,80,Male,35.62%
MADHYA PRADESH,81,Female,15.43%
MADHYA PRADESH,81,Male,45.27%
MADHYA PRADESH,82,Female,22.28%
MADHYA PRADESH,82,Male,57.52%
MADHYA PRADESH,83,Female,27.14%
MADHYA PRADESH,83,Male,66.19%
MADHYA PRADESH,84,Female,27.01%
MADHYA PRADESH,84,Male,60.96%
MADHYA PRADESH,85,Female,14.62%
MADHYA PRADESH,85,Male,43.60%
MADHYA PRADESH,86,Female,21.74%
MADHYA PRADESH,86,Male,54.17%
MADHYA PRADESH,87,Female,30.83%
MADHYA PRADESH,87,Male,67.64%
MADHYA PRADESH,88,Female,27.75%
MADHYA PRADESH,88,Male,64.79%
MADHYA PRADESH,89,Female,24.72%
MADHYA PRADESH,89,Male,56.45%
MADHYA PRADESH,90,Female,11.97%
MADHYA PRADESH,90,Male,36.38%
MADHYA PRADESH,91,Female,22.10%
MADHYA PRADESH,91,Male,50.24%
MADHYA PRADESH,92,Female,40.17%
MADHYA PRADESH,92,Male,67.85%
MADHYA PRADESH,93,Female,45.29%
MADHYA PRADESH,93,Male,75.79%
MADHYA PRADESH,94,Female,44.56%
MADHYA PRADESH,94,Male,72.59%
MADHYA PRADESH,95,Female,21.22%
MADHYA PRADESH,95,Male,50.65%
MADHYA PRADESH,96,Female,34.45%
MADHYA PRADESH,96,Male,64.17%
MADHYA PRADESH,97,Female,46.81%
MADHYA PRADESH,97,Male,73.31%
MADHYA PRADESH,98,Female,33.81%
MADHYA PRADESH,98,Male,63.22%
MADHYA PRADESH,99,Female,18.81%
MADHYA PRADESH,99,Male,46.02%
MAHARASHTRA,7,Female,77.39%
MAHARASHTRA,7,Male,77.97%
MAHARASHTRA,8,Female,91.10%
MAHARASHTRA,8,Male,91.78%
MAHARASHTRA,9,Female,94.10%
MAHARASHTRA,9,Male,94.66%
MAHARASHTRA,10,Female,93.39%
MAHARASHTRA,10,Male,94.15%
MAHARASHTRA,11,Female,95.51%
MAHARASHTRA,11,Male,96.17%
MAHARASHTRA,12,Female,95.41%
MAHARASHTRA,12,Male,96.31%
MAHARASHTRA,13,Female,95.96%
MAHARASHTRA,13,Male,96.74%
MAHARASHTRA,14,Female,95.60%
MAHARASHTRA,14,Male,96.48%
MAHARASHTRA,15,Female,94.57%
MAHARASHTRA,15,Male,95.71%
MAHARASHTRA,16,Female,94.81%
MAHARASHTRA,16,Male,95.86%
MAHARASHTRA,17,Female,94.94%
MAHARASHTRA,17,Male,95.94%
MAHARASHTRA,18,Female,92.99%
MAHARASHTRA,18,Male,95.01%
MAHARASHTRA,19,Female,93.16%
MAHARASHTRA,19,Male,95.59%
MAHARASHTRA,20,Female,89.77%
MAHARASHTRA,20,Male,94.24%
MAHARASHTRA,21,Female,91.79%
MAHARASHTRA,21,Male,95.10%
MAHARASHTRA,22,Female,90.00%
MAHARASHTRA,22,Male,94.02%
MAHARASHTRA,23,Female,90.60%
MAHARASHTRA,23,Male,94.62%
MAHARASHTRA,24,Female,89.65%
MAHARASHTRA,24,Male,94.29%
MAHARASHTRA,25,Female,84.65%
MAHARASHTRA,25,Male,91.70%
MAHARASHTRA,26,Female,87.86%
MAHARASHTRA,26,Male,93.29%
MAHARASHTRA,27,Female,88.20%
MAHARASHTRA,27,Male,93.59%
MAHARASHTRA,28,Female,85.62%
MAHARASHTRA,28,Male,92.70%
MAHARASHTRA,29,Female,86.46%
MAHARASHTRA,29,Male,93.24%
MAHARASHTRA,30,Female,77.92%
MAHARASHTRA,30,Male,88.82%
MAHARASHTRA,31,Female,83.96%
MAHARASHTRA,31,Male,92.28%
MAHARASHTRA,32,Female,81.12%
MAHARASHTRA,32,Male,91.09%
MAHARASHTRA,33,Female,82.85%
MAHARASHTRA,33,Male,92.30%
MAHARASHTRA,34,Female,81.48%
MAHARASHTRA,34,Male,91.80%
MAHARASHTRA,35,Female,70.91%
MAHARASHTRA,35,Male,85.89%
MAHARASHTRA,36,Female,76.56%
MAHARASHTRA,36,Male,89.36%
MAHARASHTRA,37,Female,78.16%
MAHARASHTRA,37,Male,90.96%
MAHARASHTRA,38,Female,74.93%
MAHARASHTRA,38,Male,89.34%
MAHARASHTRA,39,Female,74.98%
MAHARASHTRA,39,Male,89.20%
MAHARASHTRA,40,Female,62.54%
MAHARASHTRA,40,Male,81.35%
MAHARASHTRA,41,Female,71.92%
MAHARASHTRA,41,Male,87.46%
MAHARASHTRA,42,Female,70.59%
MAHARASHTRA,42,Male,86.97%
MAHARASHTRA,43,Female,72.82%
MAHARASHTRA,43,Male,88.75%
MAHARASHTRA,44,Female,69.70%
MAHARASHTRA,44,Male,87.17%
MAHARASHTRA,45,Female,57.56%
MAHARASHTRA,45,Male,78.84%
MAHARASHTRA,46,Female,66.49%
MAHARASHTRA,46,Male,85.07%
MAHARASHTRA,47,Female,69.02%
MAHARASHTRA,47,Male,87.28%
MAHARASHTRA,48,Female,65.46%
MAHARASHTRA,48,Male,85.37%
MAHARASHTRA,49,Female,66.04%
MAHARASHTRA,49,Male,85.54%
MAHARASHTRA,50,Female,52.06%
MAHARASHTRA,50,Male,75.55%
MAHARASHTRA,51,Female,62.80%
MAHARASHTRA,51,Male,83.78%
MAHARASHTRA,52,Female,64.40%
MAHARASHTRA,52,Male,85.41%
MAHARASHTRA,53,Female,68.31%
MAHARASHTRA,53,Male,88.22%
MAHARASHTRA,54,Female,65.28%
MAHARASHTRA,54,Male,86.90%
MAHARASHTRA,55,Female,48.54%
MAHARASHTRA,55,Male,76.17%
MAHARASHTRA,56,Female,59.33%
MAHARASHTRA,56,Male,83.97%
MAHARASHTRA,57,Female,63.94%
MAHARASHTRA,57,Male,87.36%
MAHARASHTRA,58,Female,59.51%
MAHARASHTRA,58,Male,85.60%
MAHARASHTRA,59,Female,56.11%
MAHARASHTRA,59,Male,83.56%
MAHARASHTRA,60,Female,38.28%
MAHARASHTRA,60,Male,69.08%
MAHARASHTRA,61,Female,48.36%
MAHARASHTRA,61,Male,78.82%
MAHARASHTRA,62,Female,49.45%
MAHARASHTRA,62,Male,80.11%
MAHARASHTRA,63,Female,56.48%
MAHARASHTRA,63,Male,84.98%
MAHARASHTRA,64,Female,48.09%
MAHARASHTRA,64,Male,79.59%
MAHARASHTRA,65,Female,32.85%
MAHARASHTRA,65,Male,64.66%
MAHARASHTRA,66,Female,40.48%
MAHARASHTRA,66,Male,73.12%
MAHARASHTRA,67,Female,46.24%
MAHARASHTRA,67,Male,78.35%
MAHARASHTRA,68,Female,44.03%
MAHARASHTRA,68,Male,76.46%
MAHARASHTRA,69,Female,41.50%
MAHARASHTRA,69,Male,73.51%
MAHARASHTRA,70,Female,26.86%
MAHARASHTRA,70,Male,56.97%
MAHARASHTRA,71,Female,36.15%
MAHARASHTRA,71,Male,68.48%
MAHARASHTRA,72,Female,39.73%
MAHARASHTRA,72,Male,71.99%
MAHARASHTRA,73,Female,48.36%
MAHARASHTRA,73,Male,78.92%
MAHARASHTRA,74,Female,43.70%
MAHARASHTRA,74,Male,75.18%
MAHARASHTRA,75,Female,28.27%
MAHARASHTRA,75,Male,58.51%
MAHARASHTRA,76,Female,37.54%
MAHARASHTRA,76,Male,69.62%
MAHARASHTRA,77,Female,48.65%
MAHARASHTRA,77,Male,77.82%
MAHARASHTRA,78,Female,43.91%
MAHARASHTRA,78,Male,75.23%
MAHARASHTRA,79,Female,40.75%
MAHARASHTRA,79,Male,72.23%
MAHARASHTRA,80,Female,24.09%
MAHARASHTRA,80,Male,51.96%
MAHARASHTRA,81,Female,33.28%
MAHARASHTRA,81,Male,64.28%
MAHARASHTRA,82,Female,42.18%
MAHARASHTRA,82,Male,72.50%
MAHARASHTRA,83,Female,52.04%
MAHARASHTRA,83,Male,78.20%
MAHARASHTRA,84,Female,44.47%
MAHARASHTRA,84,Male,74.12%
MAHARASHTRA,85,Female,26.70%
MAHARASHTRA,85,Male,56.19%
MAHARASHTRA,86,Female,38.43%
MAHARASHTRA,86,Male,68.95%
MAHARASHTRA,87,Female,48.91%
MAHARASHTRA,87,Male,77.22%
MAHARASHTRA,88,Female,49.82%
MAHARASHTRA,88,Male,76.64%
MAHARASHTRA,89,Female,41.23%
MAHARASHTRA,89,Male,69.50%
MAHARASHTRA,90,Female,22.86%
MAHARASHTRA,90,Male,49.66%
MAHARASHTRA,91,Female,40.84%
MAHARASHTRA,91,Male,68.08%
MAHARASHTRA,92,Female,56.53%
MAHARASHTRA,92,Male,79.12%
MAHARASHTRA,93,Female,63.84%
MAHARASHTRA,93,Male,84.48%
MAHARASHTRA,94,Female,60.50%
MAHARASHTRA,94,Male,81.90%
MAHARASHTRA,95,Female,38.90%
MAHARASHTRA,95,Male,67.07%
MAHARASHTRA,96,Female,54.74%
MAHARASHTRA,96,Male,78.14%
MAHARASHTRA,97,Female,64.73%
MAHARASHTRA,97,Male,82.83%
MAHARASHTRA,98,Female,58.45%
MAHARASHTRA,98,Male,79.89%
MAHARASHTRA,99,Female,35.84%
MAHARASHTRA,99,Male,64.10%
MANIPUR,7,Female,62.06%
MANIPUR,7,Male,63.72%
MANIPUR,8,Female,73.03%
MANIPUR,8,Male,74.78%
MANIPUR,9,Female,78.41%
MANIPUR,9,Male,79.96%
MANIPUR,10,Female,81.08%
MANIPUR,10,Male,82.74%
MANIPUR,11,Female,85.70%
MANIPUR,11,Male,86.56%
MANIPUR,12,Female,87.45%
MANIPUR,12,Male,89.20%
MANIPUR,13,Female,89.75%
MANIPUR,13,Male,91.18%
MANIPUR,14,Female,89.91%
MANIPUR,14,Male,91.85%
MANIPUR,15,Female,89.62%
MANIPUR,15,Male,91.68%
MANIPUR,16,Female,88.94%
MANIPUR,16,Male,91.53%
MANIPUR,17,Female,88.39%
MANIPUR,17,Male,91.79%
MANIPUR,18,Female,85.92%
MANIPUR,18,Male,89.83%
MANIPUR,19,Female,85.75%
MANIPUR,19,Male,90.30%
MANIPUR,20,Female,83.20%
MANIPUR,20,Male,88.72%
MANIPUR,21,Female,84.24%
MANIPUR,21,Male,89.67%
MANIPUR,22,Female,83.86%
MANIPUR,22,Male,89.56%
MANIPUR,23,Female,83.43%
MANIPUR,23,Male,89.77%
MANIPUR,24,Female,81.92%
MANIPUR,24,Male,89.97%
MANIPUR,25,Female,80.32%
MANIPUR,25,Male,88.61%
MANIPUR,26,Female,80.82%
MANIPUR,26,Male,89.25%
MANIPUR,27,Female,80.08%
MANIPUR,27,Male,89.05%
MANIPUR,28,Female,78.56%
MANIPUR,28,Male,88.79%
MANIPUR,29,Female,78.01%
MANIPUR,29,Male,87.93%
MANIPUR,30,Female,75.02%
MANIPUR,30,Male,86.23%
MANIPUR,31,Female,77.24%
MANIPUR,31,Male,88.25%
MANIPUR,32,Female,77.00%
MANIPUR,32,Male,87.89%
MANIPUR,33,Female,77.51%
MANIPUR,33,Male,88.59%
MANIPUR,34,Female,75.26%
MANIPUR,34,Male,87.72%
MANIPUR,35,Female,70.41%
MANIPUR,35,Male,85.59%
MANIPUR,36,Female,72.70%
MANIPUR,36,Male,86.56%
MANIPUR,37,Female,70.67%
MANIPUR,37,Male,86.89%
MANIPUR,38,Female,67.76%
MANIPUR,38,Male,85.07%
MANIPUR,39,Female,66.58%
MANIPUR,39,Male,83.61%
MANIPUR,40,Female,60.91%
MANIPUR,40,Male,80.34%
MANIPUR,41,Female,63.68%
MANIPUR,41,Male,83.57%
MANIPUR,42,Female,63.81%
MANIPUR,42,Male,84.12%
MANIPUR,43,Female,63.22%
MANIPUR,43,Male,84.82%
MANIPUR,44,Female,60.39%
MANIPUR,44,Male,84.09%
MANIPUR,45,Female,54.36%
MANIPUR,45,Male,80.26%
MANIPUR,46,Female,57.85%
MANIPUR,46,Male,81.85%
MANIPUR,47,Female,57.39%
MANIPUR,47,Male,81.19%
MANIPUR,48,Female,53.35%
MANIPUR,48,Male,80.45%
MANIPUR,49,Female,52.07%
MANIPUR,49,Male,78.32%
MANIPUR,50,Female,46.90%
MANIPUR,50,Male,74.14%
MANIPUR,51,Female,51.36%
MANIPUR,51,Male,77.76%
MANIPUR,52,Female,51.15%
MANIPUR,52,Male,78.50%
MANIPUR,53,Female,50.81%
MANIPUR,53,Male,79.88%
MANIPUR,54,Female,47.12%
MANIPUR,54,Male,77.81%
MANIPUR,55,Female,41.80%
MANIPUR,55,Male,75.20%
MANIPUR,56,Female,45.22%
MANIPUR,56,Male,75.43%
MANIPUR,57,Female,44.87%
MANIPUR,57,Male,75.55%
MANIPUR,58,Female,42.43%
MANIPUR,58,Male,76.86%
MANIPUR,59,Female,39.38%
MANIPUR,59,Male,73.46%
MANIPUR,60,Female,32.74%
MANIPUR,60,Male,67.82%
MANIPUR,61,Female,36.05%
MANIPUR,61,Male,71.48%
MANIPUR,62,Female,35.87%
MANIPUR,62,Male,72.72%
MANIPUR,63,Female,36.10%
MANIPUR,63,Male,73.43%
MANIPUR,64,Female,31.58%
MANIPUR,64,Male,72.94%
MANIPUR,65,Female,26.44%
MANIPUR,65,Male,68.21%
MANIPUR,66,Female,28.06%
MANIPUR,66,Male,70.52%
MANIPUR,67,Female,25.55%
MANIPUR,67,Male,68.13%
MANIPUR,68,Female,25.84%
MANIPUR,68,Male,67.64%
MANIPUR,69,Female,22.49%
MANIPUR,69,Male,63.32%
MANIPUR,70,Female,17.15%
MANIPUR,70,Male,58.14%
MANIPUR,71,Female,20.67%
MANIPUR,71,Male,62.16%
MANIPUR,72,Female,20.63%
MANIPUR,72,Male,63.03%
MANIPUR,73,Female,18.64%
MANIPUR,73,Male,61.45%
MANIPUR,74,Female,19.06%
MANIPUR,74,Male,62.43%
MANIPUR,75,Female,15.66%
MANIPUR,75,Male,58.49%
MANIPUR,76,Female,16.06%
MANIPUR,76,Male,59.07%
MANIPUR,77,Female,17.40%
MANIPUR,77,Male,59.98%
MANIPUR,78,Female,15.42%
MANIPUR,78,Male,56.75%
MANIPUR,79,Female,14.28%
MANIPUR,79,Male,53.92%
MANIPUR,80,Female,11.52%
MANIPUR,80,Male,48.48%
MANIPUR,81,Female,11.80%
MANIPUR,81,Male,51.89%
MANIPUR,82,Female,15.63%
MANIPUR,82,Male,53.81%
MANIPUR,83,Female,17.62%
MANIPUR,83,Male,56.38%
MANIPUR,84,Female,16.15%
MANIPUR,84,Male,50.12%
MANIPUR,85,Female,13.04%
MANIPUR,85,Male,46.50%
MANIPUR,86,Female,14.46%
MANIPUR,86,Male,50.08%
MANIPUR,87,Female,18.67%
MANIPUR,87,Male,50.00%
MANIPUR,88,Female,24.30%
MANIPUR,88,Male,50.37%
MANIPUR,89,Female,20.42%
MANIPUR,89,Male,48.62%
MANIPUR,90,Female,19.35%
MANIPUR,90,Male,49.73%
MANIPUR,91,Female,25.29%
MANIPUR,91,Male,53.90%
MANIPUR,92,Female,29.80%
MANIPUR,92,Male,60.41%
MANIPUR,93,Female,29.22%
MANIPUR,93,Male,58.45%
MANIPUR,94,Female,31.29%
MANIPUR,94,Male,53.72%
MANIPUR,95,Female,23.36%
MANIPUR,95,Male,48.89%
MANIPUR,96,Female,31.71%
MANIPUR,96,Male,48.95%
MANIPUR,97,Female,36.44%
MANIPUR,97,Male,64.00%
MANIPUR,98,Female,32.58%
MANIPUR,98,Male,64.96%
MANIPUR,99,Female,25.68%
MANIPUR,99,Male,45.28%
MEGHALAYA,7,Female,56.02%
MEGHALAYA,7,Male,53.79%
MEGHALAYA,8,Female,71.78%
MEGHALAYA,8,Male,69.33%
MEGHALAYA,9,Female,78.27%
MEGHALAYA,9,Male,75.60%
MEGHALAYA,10,Female,81.51%
MEGHALAYA,10,Male,78.49%
MEGHALAYA,11,Female,86.70%
MEGHALAYA,11,Male,83.95%
MEGHALAYA,12,Female,89.42%
MEGHALAYA,12,Male,86.27%
MEGHALAYA,13,Female,90.77%
MEGHALAYA,13,Male,87.57%
MEGHALAYA,14,Female,91.15%
MEGHALAYA,14,Male,87.87%
MEGHALAYA,15,Female,90.44%
MEGHALAYA,15,Male,86.62%
MEGHALAYA,16,Female,90.36%
MEGHALAYA,16,Male,86.75%
MEGHALAYA,17,Female,89.30%
MEGHALAYA,17,Male,86.04%
MEGHALAYA,18,Female,87.00%
MEGHALAYA,18,Male,84.80%
MEGHALAYA,19,Female,85.16%
MEGHALAYA,19,Male,84.72%
MEGHALAYA,20,Female,83.24%
MEGHALAYA,20,Male,82.82%
MEGHALAYA,21,Female,83.22%
MEGHALAYA,21,Male,83.33%
MEGHALAYA,22,Female,82.31%
MEGHALAYA,22,Male,81.44%
MEGHALAYA,23,Female,81.31%
MEGHALAYA,23,Male,81.37%
MEGHALAYA,24,Female,80.10%
MEGHALAYA,24,Male,80.29%
MEGHALAYA,25,Female,76.04%
MEGHALAYA,25,Male,77.91%
MEGHALAYA,26,Female,78.14%
MEGHALAYA,26,Male,79.03%
MEGHALAYA,27,Female,77.17%
MEGHALAYA,27,Male,79.38%
MEGHALAYA,28,Female,76.51%
MEGHALAYA,28,Male,78.59%
MEGHALAYA,29,Female,74.84%
MEGHALAYA,29,Male,77.62%
MEGHALAYA,30,Female,71.72%
MEGHALAYA,30,Male,74.18%
MEGHALAYA,31,Female,73.76%
MEGHALAYA,31,Male,77.23%
MEGHALAYA,32,Female,74.21%
MEGHALAYA,32,Male,76.69%
MEGHALAYA,33,Female,73.87%
MEGHALAYA,33,Male,77.77%
MEGHALAYA,34,Female,71.21%
MEGHALAYA,34,Male,75.99%
MEGHALAYA,35,Female,65.52%
MEGHALAYA,35,Male,71.96%
MEGHALAYA,36,Female,68.41%
MEGHALAYA,36,Male,73.58%
MEGHALAYA,37,Female,67.36%
MEGHALAYA,37,Male,73.43%
MEGHALAYA,38,Female,66.77%
MEGHALAYA,38,Male,73.03%
MEGHALAYA,39,Female,63.46%
MEGHALAYA,39,Male,71.22%
MEGHALAYA,40,Female,59.29%
MEGHALAYA,40,Male,67.27%
MEGHALAYA,41,Female,61.92%
MEGHALAYA,41,Male,71.34%
MEGHALAYA,42,Female,62.54%
MEGHALAYA,42,Male,72.55%
MEGHALAYA,43,Female,61.78%
MEGHALAYA,43,Male,73.20%
MEGHALAYA,44,Female,59.37%
MEGHALAYA,44,Male,69.90%
MEGHALAYA,45,Female,54.39%
MEGHALAYA,45,Male,66.65%
MEGHALAYA,46,Female,57.46%
MEGHALAYA,46,Male,69.84%
MEGHALAYA,47,Female,55.53%
MEGHALAYA,47,Male,69.51%
MEGHALAYA,48,Female,55.93%
MEGHALAYA,48,Male,69.19%
MEGHALAYA,49,Female,51.17%
MEGHALAYA,49,Male,65.66%
MEGHALAYA,50,Female,49.48%
MEGHALAYA,50,Male,61.45%
MEGHALAYA,51,Female,52.34%
MEGHALAYA,51,Male,65.02%
MEGHALAYA,52,Female,53.94%
MEGHALAYA,52,Male,68.05%
MEGHALAYA,53,Female,55.12%
MEGHALAYA,53,Male,68.21%
MEGHALAYA,54,Female,52.95%
MEGHALAYA,54,Male,66.58%
MEGHALAYA,55,Female,47.23%
MEGHALAYA,55,Male,62.96%
MEGHALAYA,56,Female,49.89%
MEGHALAYA,56,Male,66.32%
MEGHALAYA,57,Female,50.41%
MEGHALAYA,57,Male,67.19%
MEGHALAYA,58,Female,49.50%
MEGHALAYA,58,Male,67.75%
MEGHALAYA,59,Female,43.18%
MEGHALAYA,59,Male,61.09%
MEGHALAYA,60,Female,39.36%
MEGHALAYA,60,Male,56.20%
MEGHALAYA,61,Female,40.86%
MEGHALAYA,61,Male,59.85%
MEGHALAYA,62,Female,47.39%
MEGHALAYA,62,Male,63.07%
MEGHALAYA,63,Female,51.11%
MEGHALAYA,63,Male,68.02%
MEGHALAYA,64,Female,43.54%
MEGHALAYA,64,Male,60.68%
MEGHALAYA,65,Female,39.02%
MEGHALAYA,65,Male,56.97%
MEGHALAYA,66,Female,40.55%
MEGHALAYA,66,Male,59.04%
MEGHALAYA,67,Female,40.87%
MEGHALAYA,67,Male,59.75%
MEGHALAYA,68,Female,40.23%
MEGHALAYA,68,Male,62.71%
MEGHALAYA,69,Female,35.82%
MEGHALAYA,69,Male,54.38%
MEGHALAYA,70,Female,30.00%
MEGHALAYA,70,Male,49.33%
MEGHALAYA,71,Female,34.01%
MEGHALAYA,71,Male,51.74%
MEGHALAYA,72,Female,37.74%
MEGHALAYA,72,Male,56.84%
MEGHALAYA,73,Female,40.96%
MEGHALAYA,73,Male,60.76%
MEGHALAYA,74,Female,39.01%
MEGHALAYA,74,Male,56.03%
MEGHALAYA,75,Female,29.55%
MEGHALAYA,75,Male,51.61%
MEGHALAYA,76,Female,34.08%
MEGHALAYA,76,Male,55.92%
MEGHALAYA,77,Female,39.41%
MEGHALAYA,77,Male,61.20%
MEGHALAYA,78,Female,38.12%
MEGHALAYA,78,Male,53.76%
MEGHALAYA,79,Female,29.99%
MEGHALAYA,79,Male,51.38%
MEGHALAYA,80,Female,27.25%
MEGHALAYA,80,Male,45.58%
MEGHALAYA,81,Female,34.95%
MEGHALAYA,81,Male,52.62%
MEGHALAYA,82,Female,40.47%
MEGHALAYA,82,Male,59.80%
MEGHALAYA,83,Female,44.63%
MEGHALAYA,83,Male,55.08%
MEGHALAYA,84,Female,37.22%
MEGHALAYA,84,Male,64.00%
MEGHALAYA,85,Female,29.64%
MEGHALAYA,85,Male,53.46%
MEGHALAYA,86,Female,37.56%
MEGHALAYA,86,Male,51.77%
MEGHALAYA,87,Female,45.00%
MEGHALAYA,87,Male,60.34%
MEGHALAYA,88,Female,45.42%
MEGHALAYA,88,Male,68.45%
MEGHALAYA,89,Female,35.29%
MEGHALAYA,89,Male,55.02%
MEGHALAYA,90,Female,26.44%
MEGHALAYA,90,Male,48.83%
MEGHALAYA,91,Female,36.72%
MEGHALAYA,91,Male,54.19%
MEGHALAYA,92,Female,48.37%
MEGHALAYA,92,Male,66.43%
MEGHALAYA,93,Female,52.80%
MEGHALAYA,93,Male,76.40%
MEGHALAYA,94,Female,45.90%
MEGHALAYA,94,Male,66.67%
MEGHALAYA,95,Female,34.83%
MEGHALAYA,95,Male,58.39%
MEGHALAYA,96,Female,45.83%
MEGHALAYA,96,Male,65.65%
MEGHALAYA,97,Female,50.49%
MEGHALAYA,97,Male,64.71%
MEGHALAYA,98,Female,41.18%
MEGHALAYA,98,Male,67.00%
